"filename", "language", "PHP", "JavaScript", "SCSS", "CSS", "Markdown", "XML", "JSON", "comment", "blank", "total"
"c:\wamp64\www\roleandpermission\resources\views\Backend\module\edit.blade.php", "PHP", 24, 0, 0, 0, 0, 0, 0, 0, 0, 24
"c:\wamp64\www\roleandpermission\resources\views\Backend\module\index.blade.php", "PHP", 255, 0, 0, 0, 0, 0, 0, 1, 29, 285
"c:\wamp64\www\roleandpermission\resources\views\Backend\module\mvctable.blade.php", "PHP", 31, 0, 0, 0, 0, 0, 0, 0, 3, 34
"c:\wamp64\www\roleandpermission\resources\views\Backend\module\permission_create.blade.php", "PHP", 24, 0, 0, 0, 0, 0, 0, 0, 0, 24
"c:\wamp64\www\roleandpermission\resources\views\Backend\module\recycleindex.blade.php", "PHP", 97, 0, 0, 0, 0, 0, 0, 0, 8, 105
"c:\wamp64\www\roleandpermission\resources\views\Backend\module\subcreate.blade.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 0, 23
"c:\wamp64\www\roleandpermission\resources\views\Backend\news\category_create.blade.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 3, 23
"c:\wamp64\www\roleandpermission\resources\views\Backend\news\category_edit.blade.php", "PHP", 21, 0, 0, 0, 0, 0, 0, 0, 2, 23
"c:\wamp64\www\roleandpermission\resources\views\Backend\news\category_index.blade.php", "PHP", 65, 0, 0, 0, 0, 0, 0, 0, 5, 70
"c:\wamp64\www\roleandpermission\resources\views\Backend\news\create.blade.php", "PHP", 141, 0, 0, 0, 0, 0, 0, 0, 5, 146
"c:\wamp64\www\roleandpermission\resources\views\Backend\news\edit.blade.php", "PHP", 171, 0, 0, 0, 0, 0, 0, 0, 9, 180
"c:\wamp64\www\roleandpermission\resources\views\Backend\news\index.blade.php", "PHP", 136, 0, 0, 0, 0, 0, 0, 11, 9, 156
"c:\wamp64\www\roleandpermission\resources\views\Backend\pages\create.blade.php", "PHP", 45, 0, 0, 0, 0, 0, 0, 0, 4, 49
"c:\wamp64\www\roleandpermission\resources\views\Backend\pages\edit.blade.php", "PHP", 45, 0, 0, 0, 0, 0, 0, 0, 4, 49
"c:\wamp64\www\roleandpermission\resources\views\Backend\pages\index.blade.php", "PHP", 106, 0, 0, 0, 0, 0, 0, 0, 5, 111
"c:\wamp64\www\roleandpermission\resources\views\Backend\products\create.blade.php", "PHP", 43, 0, 0, 0, 0, 0, 0, 0, 6, 49
"c:\wamp64\www\roleandpermission\resources\views\Backend\products\edit.blade.php", "PHP", 44, 0, 0, 0, 0, 0, 0, 0, 6, 50
"c:\wamp64\www\roleandpermission\resources\views\Backend\products\index.blade.php", "PHP", 138, 0, 0, 0, 0, 0, 0, 21, 22, 181
"c:\wamp64\www\roleandpermission\resources\views\Backend\products\show.blade.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 4, 31
"c:\wamp64\www\roleandpermission\resources\views\Backend\roles\access.blade.php", "PHP", 197, 0, 0, 0, 0, 0, 0, 8, 27, 232
"c:\wamp64\www\roleandpermission\resources\views\Backend\roles\create.blade.php", "PHP", 38, 0, 0, 0, 0, 0, 0, 0, 5, 43
"c:\wamp64\www\roleandpermission\resources\views\Backend\roles\edit.blade.php", "PHP", 40, 0, 0, 0, 0, 0, 0, 0, 4, 44
"c:\wamp64\www\roleandpermission\resources\views\Backend\roles\index.blade.php", "PHP", 135, 0, 0, 0, 0, 0, 0, 21, 22, 178
"c:\wamp64\www\roleandpermission\resources\views\Backend\roles\show.blade.php", "PHP", 39, 0, 0, 0, 0, 0, 0, 0, 3, 42
"c:\wamp64\www\roleandpermission\resources\views\Backend\users\create.blade.php", "PHP", 179, 0, 0, 0, 0, 0, 0, 8, 17, 204
"c:\wamp64\www\roleandpermission\resources\views\Backend\users\edit.blade.php", "PHP", 185, 0, 0, 0, 0, 0, 0, 8, 20, 213
"c:\wamp64\www\roleandpermission\resources\views\Backend\users\index.blade.php", "PHP", 140, 0, 0, 0, 0, 0, 0, 21, 22, 183
"c:\wamp64\www\roleandpermission\resources\views\Backend\users\show.blade.php", "PHP", 37, 0, 0, 0, 0, 0, 0, 0, 3, 40
"c:\wamp64\www\roleandpermission\resources\views\auth\login.blade.php", "PHP", 48, 0, 0, 0, 0, 0, 0, 0, 9, 57
"c:\wamp64\www\roleandpermission\resources\views\auth\passwords\confirm.blade.php", "PHP", 41, 0, 0, 0, 0, 0, 0, 0, 9, 50
"c:\wamp64\www\roleandpermission\resources\views\auth\passwords\email.blade.php", "PHP", 40, 0, 0, 0, 0, 0, 0, 0, 8, 48
"c:\wamp64\www\roleandpermission\resources\views\auth\passwords\reset.blade.php", "PHP", 53, 0, 0, 0, 0, 0, 0, 0, 13, 66
"c:\wamp64\www\roleandpermission\resources\views\auth\register.blade.php", "PHP", 65, 0, 0, 0, 0, 0, 0, 0, 14, 79
"c:\wamp64\www\roleandpermission\resources\views\auth\verify.blade.php", "PHP", 25, 0, 0, 0, 0, 0, 0, 0, 4, 29
"c:\wamp64\www\roleandpermission\resources\views\dashboard.blade.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 0, 2, 30
"c:\wamp64\www\roleandpermission\resources\views\errors\403.blade.php", "PHP", 38, 0, 0, 0, 0, 0, 0, 0, 4, 42
"c:\wamp64\www\roleandpermission\resources\views\frontend\Blog\blogcategory.blade.php", "PHP", 25, 0, 0, 0, 0, 0, 0, 0, 0, 25
"c:\wamp64\www\roleandpermission\resources\views\frontend\Blog\blogs.blade.php", "PHP", 136, 0, 0, 0, 0, 0, 0, 4, 9, 149
"c:\wamp64\www\roleandpermission\resources\views\frontend\Blog\particularblog.blade.php", "PHP", 36, 0, 0, 0, 0, 0, 0, 0, 3, 39
"c:\wamp64\www\roleandpermission\resources\views\frontend\Dashboard\dashboard.blade.php", "PHP", 38, 0, 0, 0, 0, 0, 0, 0, 3, 41
"c:\wamp64\www\roleandpermission\resources\views\frontend\News\news.blade.php", "PHP", 136, 0, 0, 0, 0, 0, 0, 3, 11, 150
"c:\wamp64\www\roleandpermission\resources\views\frontend\News\newscategory.blade.php", "PHP", 25, 0, 0, 0, 0, 0, 0, 0, 0, 25
"c:\wamp64\www\roleandpermission\resources\views\frontend\News\particularnews.blade.php", "PHP", 35, 0, 0, 0, 0, 0, 0, 0, 1, 36
"c:\wamp64\www\roleandpermission\resources\views\frontend\layout\app.blade.php", "PHP", 18, 0, 0, 0, 0, 0, 0, 0, 2, 20
"c:\wamp64\www\roleandpermission\resources\views\frontend\layout\footer.blade.php", "PHP", 31, 0, 0, 0, 0, 0, 0, 0, 1, 32
"c:\wamp64\www\roleandpermission\resources\views\frontend\layout\header.blade.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 1, 28
"c:\wamp64\www\roleandpermission\resources\views\welcome.blade.php", "PHP", 24, 0, 0, 0, 0, 0, 0, 0, 10, 34
"c:\wamp64\www\roleandpermission\routes\console.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\wamp64\www\roleandpermission\routes\web.php", "PHP", 161, 0, 0, 0, 0, 0, 0, 22, 45, 228
"c:\wamp64\www\roleandpermission\tailwind.config.js", "JavaScript", 0, 18, 0, 0, 0, 0, 0, 1, 2, 21
"c:\wamp64\www\roleandpermission\tests\Feature\ExampleTest.php", "PHP", 11, 0, 0, 0, 0, 0, 0, 4, 5, 20
"c:\wamp64\www\roleandpermission\tests\TestCase.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 1, 4, 11
"c:\wamp64\www\roleandpermission\tests\Unit\ExampleTest.php", "PHP", 10, 0, 0, 0, 0, 0, 0, 3, 4, 17
"c:\wamp64\www\roleandpermission\vite-module-loader.js", "JavaScript", 0, 33, 0, 0, 0, 0, 0, 7, 12, 52
"c:\wamp64\www\roleandpermission\vite.config.js", "JavaScript", 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"Total", "-", 10816, 35212, 7, 3991, 45, 31, 12913, 2777, 3171, 68963
